投资金额及投资人,投资金额：1200万美元投资人：__及其关联基金
竞业禁止,公司主要创始人及核心团队应与公司签订非竞业协议以保证在本意向书项下的投资完成后：(i)其将为公司业务发展贡献个人工作时间和精力并应用个人全部努力来为公司谋利直至公司上市一年之后，除非个人的离职申请已获投资人及乙方丙方董事会的共同批准以及(ii)   其离开公司后的两年之内不直接或间接从事任何与公司有竞争性的业务。
反稀释条款,按照国际惯例，当公司在合格上市前发行股票或股权类证券的每股价格低于本轮融资的每股价格时，必须先征得投资人同意，否则优先股将受到反摊薄条款的保护：即投资人将获得新的股份使得其综合购买的每股价格等于新低价格一轮融资后的每股加权平均价格（内部员工持股计划之每股价格除外）。
排他性条款,丙方同意投资人享有自本投资意向书生效后60日后15日的排他期，在此时间段内丙方或其代理人将不再直接或间接与除甲方、乙方投资者以外的其他潜在投资者就本轮股权融资事宜进行实质性接触与谈判。
适用法律,本条款适用中华人民共和国法律，争议受理法院为上海市人民法院。
保密条款,投资人保证对在审慎调查过程中所了解到的有关丙方的资料及信息严格保密。各方同意对本意向书之内容严格保密，非经各方一致同意，不得向任何其他第四方除甲乙方之外的第三方披露。
领售权,当有其它公司有意收购公司或者公司部分资产时，(1)如果甲方同意；而且(2)拥有51%以上表决权的除甲方以外的公司其它股东也同意，那么此次公司出售将获得通过。当公司成功上市后此项条款将自动终止。
有约束力条款,上述的“排他性”和“保密”条款，具有法律约束性。
交割条款,甲方的投资方式及条件(1) 甲方同意：在双方签署正式投资协议（包括但不限于相关的股权转让协议/认购增资协议、投资合同和公司章程，合称为“最终协议”），且满足投资前提条件的前提下，完成以下投资[2]：(i)      甲方或其指定关联公司，在对项目公司投资前估值为人民币[XXX]万的基础上，出资人民币[XXX]万（“增资款”），对项目公司进行溢价增资（其中，用于增加注册资本的金额为人民币[ ]万元[3]）；(2)     在甲方完成上述转股和/或增资之后，甲方将持有项目公司[XXX]%的股权，创始人（包括管理团队成员）持有项目公司[    ]%的股权。(3)     在满足最终协议规定的具体条款的前提下，甲方应将购股款和/或增资款汇入指定账户，完成其在最终协议下的付款义务(“交割”)。(4)     甲方与项目公司原股东之间的权利、义务关系等应根据本意向书在项目公司的投资合同及公司章程等法律文件中予以具体约定，该等文件应在签署股权转让协议/认购增资协议时由相关方一并签署。
交割条款,甲方投资的前提条件甲方在最终协议中的交割义务系以满足下列条件为前提：(1)甲方及其顾问完成对项目公司的全部业务、财务、法律的尽职调查，且调查结果令甲方满意；(2)     签署和交付本次投资的最终协议(股权转让协议/认购增资协议/投资合同/公司章程等)；(3)     相关审批部门对于本次投资的适当批准和批复；(4)     项目公司在商业/技术/法律/财务等方面无重大负面变化；(5)     项目公司和创始人在最终协议中的陈述和保证继续真实有效且无重大不利的变化；(6)     创始人及项目公司的主要管理人员已与项目公司签署了聘用合同、保密协议及不竞争协议，且该等协议的内容令甲方满意；(7)     项目公司和创始人已经履行最终协议中规定的需要在交割前履行的义务；(8)     在交割条件满足时，项目公司的律师将向甲方递交交割条件满足通知，确认除第9项以外的所有条件均已满足；以及(9)     本次投资已得到了甲方的董事会或投资决策机构的批准。
投资款用途,投资/增资款用途甲方的投资/增资款主要用于项目公司的业务发展和与项目相关的业务运营，以及其他事先经甲方同意的用途
董事会,董事会组成项目公司的董事会由[ 3 ]名董事组成，其中甲方有权委派[ 1 ]名董事，创始人有权委派[ 2 ]名董事。董事会至少应每季度召开一次董事会议，董事会的有效人数应为[ 3 ]名董事，且其中必须包括[ 1 ]名甲方委派的董事。对于下述所列的“保护性条款”规定的相关事宜的表决，董事会决议必须由出席董事会会议人数[ 60]%以上董事（其中必须包括甲方委派的董事）同意才能通过。如果项目公司在投资后为企业性质为内资企业，则对于“保护性条款”中根据中国法应由项目公司股东会表决的事项，则至少需要甲方的同意才能通过。
回购权,甲、乙双方在最终协议中应规定，在甲方投资交割完成后[5]年内如果项目公司仍未达到上市标准，或甲方提出上市要求而由于乙方或其他原因不能上市，或者乙方严重违反最终协议，根据甲方的要求，公司有义务以现金形式或创始人以其所持有项目公司股份的折现价值为上限，按以下价格中的较高者购买甲方持有全部或部分项目公司股权：l  以甲方投资价格加上累计已宣布未支付股利；l  以甲方投资价格加上自投资日起至回购之日期间按[8%]/年复利计算之利息。
优先清算权,甲乙双方在最终协议中应规定，在发生清算事件时，甲方有权根据相关法律规定在项目公司对股东进行财产分配之后，由创始人从其分配所得中，优先补偿甲方，保证甲方获得的分配总额相当于下述二者之和：(1)甲方投资额的130%的金额及所有应向其分派但未支付的所有股利（“甲方优先清偿额”）及(2)项目公司清算财产分配总额与甲方优先清偿额之间的差额中甲方按照股权比例取得的份额。如果创始人的清算分配所得不足以补偿该甲方优先清偿额，则以其从清算中所获得的全部清算分配所得作为补偿上限。本条中的“清算事件”是指在(i) 项目公司解散、终止、破产、清算，(ii) 项目公司的控制权发生变更，或(iii)项目公司的所有或实质所有资产被出售、出租、转让、独家许可或其它处分的情况。
